Brand Name,Outside Model,Inside model,Furnace model,Rated heating capacity (Btu/hour),AHRI / Verification reference,Product group,AHRI Classification,Indoor type/ducting configuration
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80VSL0901716B*","37000","217396925","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80VTL1102122B*","36000","217397425","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T24*K*AAA*","EA*4X37L17A*","*96VSN0601716B*","24000","213169149","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*97VTN1002122A*","36800","217397245","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*80VSL0902120B*","34800","213174145","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*97VTN1002120A*","36800","217397237","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*80VSL1102122B*","35000","213174158","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*97VTN0802120A*","37000","217397229","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*80VSL1352422B*","35000","213174171","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*97VTN0801716A*","37000","217397221","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*96VTN0802120B*","34600","213174187","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*97VTN0601716A*","37000","217397213","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","OLV112A16A","36800","217397261","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*80VTL1102122B*","35000","213174122","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VTN1002122B*","36800","217397205","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*96VTN1002120B*","34800","213174205","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*96VTN1002122B*","34800","213174220","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VTN1002120B*","36800","217397197","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","OMV112K14A","36800","217397277","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VTN0802120B*","37000","217397189","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*96VTN1202422B*","34800","213174238","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VTN0801716B*","37000","217397181","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0451714A*","36000","217397284","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*96VSN0802120B*","34600","213174251","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0701712A*","36000","217397291","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VTN0601716B*","37000","217397173","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0701716A*","36000","217397299","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*80VTL0902120B*","34800","213174106","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L24A*","*96VSN1002120B*","34800","213174264","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0702116A*","36000","217397306","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L21A*","*96VSN1002120B*","34800","213174090","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*95MSU1002122A*","37000","217397157","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*95MSU1002120A*","37000","217397150","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0901714A*","36000","217397314","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X36L21A*","*80MS(N,L)0902116A*","26000","212980264","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*95MSU0802120A*","37000","217397142","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L21A*","*96VSN0802120B*","35000","213174077","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L21A*","*96VTN1002122B*","34600","213174025","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*95MSU0601716A*","37000","217397134","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0902116A*","36000","217397321","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*95MSU0401712A*","37000","217397126","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH30ABK","EA*4X43L21A*","*80MS(N,L)0902116A*","33400","212980231","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VSN1002120B*","36800","217397118","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VSN0802120B*","37000","217397110","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VSN0801716B*","37000","217397102","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*80MS(N,L)0902120A*","36000","217397329","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96VSN0601716B*","37000","217397094","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96MSN1002122A*","36800","217397078","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*96MSN1002120A*","36800","217397071","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH30EAK","-","-","31000","215357474","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*96VSN0401410A*","18300","211262542","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X43M21A*","OMV112K14A","36000","217396849","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*80VSL0451412A*","18600","211262524","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH30EAK","-","-","31000","215357476","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"TEMPSTAR","N4H7T60*K*AAA*","EA*4X61L24A*","*80VTL1102122A*","58500","210907559","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH30EAK","-","-","31000","215357478","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"TEMPSTAR","N4H7T60*K*AAA*","EA*4X61L21A*","*80VTL1102122A*","58000","210907536","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T60*K*AAA*","EA*4X60L24A*","*80VTL1102122A*","58000","210907507","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X18L14**","*92ESN0601412A*","18900","211262458","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EA*4X19L17A*","*80MS(N,L)0901714A*","18000","212979951","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X43M21A*","OLV112A16A","36000","217396833","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EN(A,D)4X36L21**","*80MS(N,L)0901714A*","26400","212979939","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH36EAK","-","-","36000","215357480","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","DLCPRAH18AAK","DHMPHAQ18XA3","-","18000","214389458","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L21A*","*97CMN0802120A*","35600","207870020","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH36EAK","-","-","36000","215357482","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X48L21A*","*80CTL1102120A*","36000","207869912","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH36EAK","-","-","36000","215357484","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"TEMPSTAR","DLCPRBH18AAK","DHMPHAQ18XA3","-","20000","214389477","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X43L21A*","*80CTL1102120A*","36400","207869421","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X43M21A*","*97VTN1002122A*","36000","217396817","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X43L21A*","*80CSU0802120A*","35800","207869267","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EA*4X19L17A*","*80VSL0451412B*","18100","212969515","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X37L21A*","*80MS(N,L)0902116A*","25200","212980275","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH48FAK","-","-","49000","215357485","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X37L21A*","*80CSU0802120A*","36000","207868266","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH48FAK","-","-","48000","215357487","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"TEMPSTAR","DLCURAH24ABK","EN(A,D)4X36L21**","*80MS(N,L)0902116A*","26400","212980286","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24AAK","EN(A,D)4X36L21**","*80MS(N,L)0902120A*","24800","212980397","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X43M21A*","*97VTN1002120A*","36000","217396809","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EA*4X24L14A*","*80VSL0451412B*","18600","212969525","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH48FAK","-","-","48500","215357489","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"TEMPSTAR","N4H7T60*K*AAA*","FVM4X60***L","-","58000","207863684","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X48L21A*","*80MS(N,L)0902120A*","37800","212980485","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH30ABK","EA*4X42L24A*","*92MSN1202420A*","34200","212985621","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24AAK","EN(A,D,W)4X36L17**","*96MSN0261410A*","24800","212985742","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X43M21A*","*97VTN0802120A*","36000","217396801","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCSRBH09AAK","DLFSCAH09XAK","-","10000","206350459","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"TEMPSTAR","D5CMHAH55FAK","-","-","55000","215357491","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","DLCURAH24ABK","EA*4X24L14A*","*96MSN0261410A*","27000","212985762","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCSRBH09AAK","DLFSDAH09XAK","-","10000","206350460","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"TEMPSTAR","DLCURAH24ABK","EA*4X24L17A*","*96MSN0261410A*","27000","212985772","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EA*4X24L17A*","*80VSL0451412B*","18600","212969535","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X43M21A*","*97VTN0801716A*","36000","217396793","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T48*K*AAA*","FVM4X60***L","-","47000","207863670","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80VSL0701716B*","37000","217396917","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T24*K*AAA*","EA*4X37L17A*","*96VTN0801716B*","24200","213169095","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X37M21A*","*92MSN0601714A*","36000","217397433","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X43L21A*","*95MSU1002120A*","35000","212323908","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)1102120A*","36800","217396909","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L17**","*80MS(N,L)0901714A*","18500","212979999","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0902120A*","36800","217396901","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0902116A*","37000","217396893","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T4H7T36*K*AAA*","EA*4X43L21A*","*95MSU0802120A*","35200","212323881","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*80ES(N,L)0451412A*","18900","211262713","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X43L21A*","*95MSU0802120A*","35200","212323880","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*95ESN0261410A*","19000","211262691","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0901714A*","37000","217396886","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T4H7T36*K*AAA*","EA*4X43L21A*","*95MSU0601716A*","35200","212323853","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X43L21A*","*95MSU0601716A*","35200","212323852","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EA*4X30L17A*","*80MS(N,L)0901714A*","18300","212979987","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*96VTN0601412A*","18800","211262671","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T4H7T36*K*AAA*","EA*4X37L21A*","*95MSU1002122A*","35000","212323305","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*96VTN0401410A*","18300","211262651","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X37L21A*","*95MSU1002122A*","35000","212323304","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0702116A*","37000","217396878","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*95ESN0601412A*","18700","211262626","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH18CAK","-","-","20000","215357457","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","T4H7T36*K*AAA*","EA*4X37L21A*","*95MSU1002120A*","35000","212323280","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X37L21A*","*95MSU1002120A*","35000","212323279","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH18CAK","-","-","20000","215357459","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"TEMPSTAR","DLCURAH18ABK","EA*4X25L17A*","*80MS(N,L)0901714A*","17900","212979975","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0701716A*","36800","217396871","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*95ESN0401410A*","18700","211262605","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH18CAK","-","-","20000","215357461","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"TEMPSTAR","D5CMHAH24DAK","-","-","25000","215357463","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","T4H7T36*K*AAA*","EA*4X37L21A*","*95MSU0802120A*","35200","212323252","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X37L21A*","*95MSU0802120A*","35200","212323251","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0701712A*","37000","217396863","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T4H7T36*K*AAA*","EA*4X37L21A*","*95MSU0601716A*","35200","212323224","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*80VTL0451412A*","18500","211262580","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH24DAK","-","-","25000","215357465","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X37L21A*","*95MSU0601716A*","35200","212323223","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH24DAK","-","-","25000","215357467","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"TEMPSTAR","N4H7T36*K*AAA*","EA*4X37L17A*","*80MSU0401712A*","34800","212322971","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EA*4X24L17A*","*80MS(N,L)0901714A*","18500","212979963","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH27DAK","-","-","27000","215357469","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"TEMPSTAR","D5CUHAH30AAK+TIC2025-0016","EA*5X42M21A*","*80MS(N,L)0451714A*","37000","217396856","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH18ABK","EN(A,D)4X24L14**","*96VSN0601412A*","18800","211262560","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CMHAH27DAK","-","-","28000","215357471","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"TEMPSTAR","D5CMHAH27DAK","-","-","27400","215357472","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"TEMPSTAR","D5CUHAH18AAK","EA*5X30M17A*","*80MSU0401712A*","20000","216643535","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X48L24A*","*80VSL0702120A*","38500","211229348","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EN(A,D)4X48L24**","*80MSU0601716A*","38000","213079199","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*96CTN1002122B*","34200","215932843","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X48L24A*","*80VSL0902120A*","37800","211229357","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X25M17A*","*80MSU0401712A*","20000","216643550","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*96CTN0801714B*","34600","215932833","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X24M17A*","*80MSU0401712A*","20600","216643565","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X36L21A*","*80MSU0802120A*","38500","213079211","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*96CTN0601714B*","33800","215932823","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X19M17A*","*80MSU0401712A*","20000","216643580","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*97CMN1002122B*","34200","215932813","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X19M17A*","*80MSU0601716A*","20000","216643594","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*97CMN0801714B*","35000","215932803","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X48L24A*","*80VSL0902420A*","37800","211229366","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X24M17A*","*80MSU0601716A*","20600","216643607","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X37L21A*","*80MSU0802120A*","38000","213079223","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X30M17A*","*80MSU0601716A*","20200","216643622","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*97CMN0602120B*","34800","215932793","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CUHAH18AAK","EA*5X25M17A*","*80MSU0601716A*","19800","216643655","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X24L17A*","*97VTN0601716A*","26400","216679384","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*97CMN0601714B*","33800","215932783","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X42L21A*","*80MSU0802120A*","38500","213079235","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X30L17A*","*97VTN0601716A*","25800","216679408","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*95CSU1002122B*","34200","215932773","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X36L17A*","*97VTN0601716A*","25800","216679420","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*95CSU0802120B*","34400","215932763","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X36L21A*","*97VTN0601716A*","25800","216679432","ASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X42L24A*","*80MSU0802120A*","38500","213079247","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH36ABK","EA*4X48L24A*","*80VSL1102422A*","37800","211229375","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","D5CERAH18AAK","D5FEHAH18XCK","-","18800","215413319","ASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit"
"TEMPSTAR","T5H3V36*K*AAA*","EA*5X61M21A*+WALLCON","*95CSU0601716B*","34800","215932753","ccASHP","HRCU-A-CB","Centrally ducted system"
"TEMPSTAR","DLCURAH24ABK","EA*4X37L17A*","*97VTN0601716A*","25200","216679444","ASHP","HRCU-A-CB","Centrally ducted system"
