Brand Name,Outside Model,Inside model,Furnace model,Rated heating capacity (Btu/hour),AHRI / Verification reference,Product group,AHRI Classification,Indoor type/ducting configuration
"1HVAC","ACIQ-36Z-HH-M5C","-","-","36000","216032303","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-36Z-HH-M5C","-","-","36000","216032302","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-36Z-HH-M5C","-","-","36000","216032301","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-27Z-HH-M4C","-","-","27400","216032300","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-27Z-HH-M4C","-","-","28000","216032299","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-27Z-HH-M4C","-","-","27000","216032298","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-18Z-HH-M3C","-","-","20000","216032297","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-24-EHPD","ACIQ-24-AHD","-","26000","216032222","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36-EHPD","ACIQ-36-AHD","-","36000","216032224","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-48-EHPD","ACIQ-48-AHD","-","48000","216032225","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-60-EHPD","ACIQ-60-AHD","-","54000","216032226","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18-HPD","ACIQ-18-AHD","-","19000","216032227","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-09Z-HP115C","ACIQ-09W-HP115C","-","10000","216032259","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"1HVAC","ACIQ-24-HPD","ACIQ-24-AHD","-","24000","216032228","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-30-HPD","ACIQ-30-AHD","-","34000","216032229","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18Z-HH-M3C","-","-","20000","216032296","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-18Z-HH-M3C","-","-","20000","216032295","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-18ZPL-HP230C","SCC-1218-HH-MB","-","20000","216032294","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-36-HPD","ACIQ-36-AHD","-","37000","216032230","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-09ZPL-HP230C","SCC-0609-HH-MB","-","10900","216032293","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-06ZPL-HP230C","SCC-0609-HH-MB","-","7400","216032292","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-60ZPL-HP230C","ACIQ-60FM-HH-MD","-","60000","216032291","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-42-HPD","ACIQ-42-AHD","-","50000","216032231","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-48ZPL-HP230C","ACIQ-48FM-HH-MD","-","52000","216032290","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-36ZPL-HP230C","ACIQ-36FM-HH-MD","-","38000","216032289","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-48-HPD","ACIQ-48-AHD","-","50000","216032232","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-24ZPL-HP230C","ACIQ-24FM-HH-MD","-","26000","216032288","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-18ZPL-HP230C","ACIQ-18FM-HH-MD","-","19000","216032287","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-12ZPL-HP230C","ACIQ-12FM-HH-MD","-","12000","216032286","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18Z-EZ230","ACIQ-18W-EZ230","-","18000","207252587","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"1HVAC","ACIQ-24Z-EZ230","ACIQ-24W-EZ230","-","25000","207252588","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"1HVAC","ACIQ-60-HPD","ACIQ-60-AHD","-","56000","216032233","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-09ZPL-HP230C","ACIQ-09FM-HH-MD","-","9000","216032285","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18-HPD","ACIQ-18-PAH","-","18000","216032234","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-60ZPL-HP230C","ACIQ-60CD-HH-MC","-","60000","216032284","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-48ZPL-HP230C","ACIQ-48CD-HH-MC","-","52000","216032283","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-24-HPD","ACIQ-24-PAH","-","24000","216032235","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36ZPL-HP230C","ACIQ-36CD-HH-MC","-","42000","216032282","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-24ZPL-HP230C","ACIQ-24CD-HH-MC","-","26000","216032281","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-18ZPL-HP230C","ACIQ-18CD-HH-MC","-","19500","216032280","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-12ZPL-HP230C","ACIQ-12CD-HH-MC","-","12000","216032279","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-30-HPD","ACIQ-30-PAH","-","33000","216032236","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-09ZPL-HP230C","ACIQ-09CD-HH-MC","-","9900","216032278","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-36-HPD","ACIQ-36-PAH","-","37000","216032237","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-48ZPL-HP230C","ACIQ-48CC-HH-MC","-","52000","216032277","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-48-HPD","ACIQ-48-PAH","-","48000","216032238","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-60-HPD","ACIQ-60-PAH","-","55000","216032239","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-36ZPL-HP230C","ACIQ-36CC-HH-MC","-","37000","216032276","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-24ZPL-HP230C","ACIQ-24CC-HH-MC","-","25000","216032275","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18ZPL-HP230C","ACIQ-18CC-HH-MC","-","19000","216032274","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-12ZPL-HP230C","ACIQ-12CC-HH-MC","-","12000","216032273","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-09ZPL-HP230C","ACIQ-09CC-HH-MC","-","10000","216032272","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-24ZPL-HP230C","ACIQ-24W-HH-MD","-","29000","216032271","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18ZPL-HP230C","ACIQ-18W-HH-MD","-","18000","216032270","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-09Z-HP230C","ACIQ-09W-HP230C","-","10000","216032261","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-24Z-HP230C","ACIQ-24W-HP230C","-","24000","216032264","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-06ZPL-HP230C","ACIQ-06W-HH-MD","-","7000","216032267","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-09ZPL-HP230C","ACIQ-09W-HH-MD","-","12000","216032268","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-12ZPL-HP230C","ACIQ-12W-HH-MD","-","12000","216032269","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","HVH825GKA3*","EA*4X43L21A*+WALLCON","*95CSU1002122A*","21200","210473108","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","EZ-09Z-HP115B","EZ-09W-HP115B","-","10000","216980885","ASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit"
"1HVAC","ACIQ-18-EHPD","ACIQ-18W-PB","-","18000","216980825","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X43L21A*+WALLCON","*80CSU0401712A*","21200","210473119","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X37L21A*+WALLCON","*80CTL0901716A*","21000","210472806","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ES-48Z-M5B","-","-","48000","210857374","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","HVH825GKA3*","EA*4X43L21A*+WALLCON","*97CMN1002122A*","21200","210473218","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ES-27Z-M3B","-","-","28000","210857370","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ES-27Z-M3B","-","-","28000","210857369","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ES-27Z-M3B","-","-","28000","210857368","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","HVH825GKA3*","EA*4X37L21A*+WALLCON","*80CSU0401712A*","21200","210472795","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X37L21A*+WALLCON","*95CSU1002122A*","21200","210472794","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ES-18Z-M2B","-","-","19000","210857367","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ES-18Z-M2B","-","-","19000","210857366","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","HVH825GKA3*","EA*4X37L21A*+WALLCON","*95CSU0802120A*","21200","210472793","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X25L17A*+WALLCON","*80CTL0901716A*","21200","210472741","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X25L17A*+WALLCON","*80CTL0701412A*","21200","210472740","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X43L21A*+WALLCON","*96CTN1002122A*","21200","210473229","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ES-18Z-M2B","-","-","19000","210857365","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-55Z-HH-M5B","-","-","55000","210857364","ccASHP","HMSV-A-CB","Multi-Split, mixed ducted and non-ducted indoor units"
"1HVAC","ACIQ-55Z-HH-M5B","-","-","55000","210857363","ccASHP","HMSV-A-CB","Multi-split, ducted indoor units"
"1HVAC","ACIQ-55Z-HH-M5B","-","-","55000","210857362","ccASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","ACIQ-24ZPL-HP230B","ACIQ-24AHB-HH-M","-","26000","210857355","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18ZPL-HP230B","ACIQ-18AHB-HH-M","-","19000","210857354","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-60HPB","ACIQ-60AHB","-","59000","210857353","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH825GKA3*","EA*4X43L21A*+WALLCON","*80CTL0901716A*","21000","210473240","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-18ZPL-HP230B","ACIQ-18FM-HH-MB","-","18000","207825524","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"1HVAC","ACIQ-18ZPL-HP230B","ACIQ-18CC-HH-MB","-","17000","207825518","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"1HVAC","ACIQ-09Z-HP115B","ACIQ-09W-HP115B","-","10000","207825507","ASHP","HRCU-A-CB-O","Mini-split, non-ducted indoor unit"
"1HVAC","SC-27Z-HH-M4B","-","-","24000","215742357","ASHP","HMSV-A-CB-O","Multi-split, non-ducted indoor units"
"1HVAC","HVH825GKA3*","EA*4X43L21A*+WALLCON","*95CSU0802120A*","21200","210473097","ccASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","ACIQ-06ZPL-HP230B","ACIQ-06W-HH-MC","-","7000","210857294","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-09ZPL-HP230B","ACIQ-09W-HH-MC","-","12000","210857295","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-12ZPL-HP230B","ACIQ-12W-HH-MC","-","12000","210857296","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-18ZPL-HP230B","ACIQ-18W-HH-MC","-","18000","210857297","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-24ZPL-HP230B","ACIQ-24W-HH-MC","-","29000","210857298","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-36ZPL-HP230B","ACIQ-36CC-HH-MB","-","40000","210857299","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-48ZPL-HP230B","ACIQ-48CC-HH-MB","-","53000","210857300","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-36ZPL-HP230B","ACIQ-36CD-HH-MB","-","42000","210857301","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-60ZPL-HP230B","ACIQ-60CD-HH-MB","-","57000","210857303","ccASHP","HRCU-A-CB","Mini-Split, compact-ducted indoor unit"
"1HVAC","ACIQ-36ZPL-HP230B","ACIQ-36FM-HH-MB","-","39000","210857304","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-48ZPL-HP230B","ACIQ-48FM-HH-MB","-","51000","210857305","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","ACIQ-60ZPL-HP230B","ACIQ-60FM-HH-MB","-","60000","210857306","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit floor placement "
"1HVAC","ACIQ-06ZPL-HP230B","SCC-0609-HH-M","-","7100","210857307","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-09ZPL-HP230B","SCC-0609-HH-M","-","10900","210857308","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-12ZPL-HP230B","SCC-1218-HH-M","-","12500","210857309","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-18ZPL-HP230B","SCC-1218-HH-M","-","20000","210857310","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit ceiling placement "
"1HVAC","ACIQ-12ZPL-HP230B","ACIQ-12FM-HH-MC","-","12000","210857311","ccASHP","HRCU-A-CB-O","Mini-Split, non-ducted indoor unit wall placement "
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*80VSL0902120A*","46000","210461025","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*80VSL0902420A*","46000","210461036","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*80VSL1102422A*","46000","210461047","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X60L24A*","*80VTL0902120A*","46000","210461058","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*96VSN0802120A*","46500","210461292","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*96VSN1002120A*","46000","210461303","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*96VTN1002122A*","46500","210461326","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*80VSL0702120A*","47000","210461403","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*80VSL0902120A*","47000","210461414","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*80VTL0902120A*","47000","210461427","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*80VTL0701716A*","46500","210461450","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L21A*","*96VTN1002120A*","46500","210461616","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VSN0802120A*","46500","210461726","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VSN1002120A*","46500","210461737","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VSN1202422A*","46500","210461748","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VTN1002122A*","46500","210461760","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*80VSL0702120A*","47000","210461793","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*80VSL0902120A*","47000","210461804","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*80VSL0902420A*","46500","210461815","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*80VSL1102422A*","46500","210461826","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*80VTL0902120A*","47000","210461837","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VTN1202422A*","46500","210461851","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VTN0802120A*","47000","210461961","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","*96VTN1002120A*","46500","210461972","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EA*4X61L24A*","OMV154L20A","47000","210462016","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*96VSN0802120A*","47500","210464124","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*96VSN1002120A*","47500","210464135","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*96VTN1002122A*","47500","210464169","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*80VSL0701716A*","48000","210464235","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*80VSL0702120A*","47500","210464246","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*80VSL0902120A*","47500","210464257","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*80VTL0902120A*","47500","210464270","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*80VTL0701716A*","48000","210464304","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*96VTN0802120A*","48000","210464459","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D,W)4X48L21**","*96VTN1002120A*","48000","210464470","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VSN0802120A*","47500","210464580","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VSN1002120A*","47500","210464591","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VSN1202422A*","48000","210464602","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VTN1002122A*","47500","210464614","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*80VSL0702120A*","47500","210464647","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*80VSL0902120A*","47500","210464658","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*80VSL0902420A*","47500","210464669","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*80VSL1102422A*","47500","210464680","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*80VTL0902120A*","47500","210464691","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VTN1202422A*","47500","210464705","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VTN0802120A*","48000","210464815","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","HVH837GKA2*+TSTAT","EN(A,D)4X48L24**","*96VTN1002120A*","48000","210464826","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X60L24A*","*96VTN1002122A*","57500","208815852","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L21A*","*96VSN1002120A*","58500","208815862","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L21A*","*96VTN0802120A*","58000","208815863","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L21A*","*96VTN1002122A*","59000","208815865","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80VSL0902120A*","59000","208815867","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80VSL1102422A*","58500","208815868","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*97CMN1202422A*","58500","208815871","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96VSN0802120A*","58500","208815872","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96VSN1002120A*","59000","208815873","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96VSN1202422A*","59000","208815874","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96CTN1202422A*","58500","208815875","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96VTN1002120A*","58000","208815877","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*96VTN1002122A*","58500","208815878","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*80CTL0702120A*","24800","208815928","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*97CMN1002122A*","24800","208815931","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","*96CTN1002122A*","24800","208815934","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T24*K*AAA*","EA*4X37L21A*","OLV112A16A","25200","208815936","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L21A*","*97CMN0802120A*","36000","208816114","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X37L21A*","*96CTN0802120A*","36000","208816115","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X43L21A*","*97CMN0802120A*","36000","208816158","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T36*K*AAA*","EA*4X43L21A*","*96CTN0802120A*","36000","208816161","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80VSL0902420A*","59000","208816471","ASHP","HRCU-A-CB","Centrally ducted system"
"1HVAC","N4H7T60*K*AAA*","EA*4X61L24A*","*80CTL0902120A*","58500","208816473","ASHP","HRCU-A-CB","Centrally ducted system"
